"","person_id","case_number"
"23480",3910,"13042843TI30A"
"23481",3910,"13047882TI10A"
"23482",3910,"13052316TI20A"
"23483",3910,"13067977TI20A"
"23484",3910,"13071483TI20A"
"23485",3910,"13105061TI30A"
"23486",3910,"13105618TI30A"
"23487",3910,"14004965MM10A"
"23488",3910,"14005491TI10A"
"23489",3910,"14010291MM10A"
"23490",3910,"14013785TI20A"
"23491",3910,"14043397TC30A"
"23492",3910,"14044420TI30A"
"23493",3910,"14058556TI30A"
"23494",3910,"14059540TI20A"
"23495",3910,"15035733TC40A"
"23496",3910,"15060934TC30A"
"23497",3910,"16004241TI10A"
"23498",3911,"09013125MM10A"
"23499",3911,"09095005TC40A"
"23500",3911,"10007982CF10A"
"23501",3911,"10075192TC40A"
"23502",3911,"11020699CF10A"
"23503",3911,"11027854TC10A"
"23504",3911,"11028263TC10A"
"23505",3911,"11040142TC40A"
"23506",3911,"12005365TI30A"
"23507",3911,"13013341CF10A"
"23508",3911,"13036509TI40A"
"23509",3911,"13059565TI40A"
"23510",3911,"14063491TI40A"
"23511",3911,"15025754TI40A"
"23512",3912,"03108454TC20A"
"23513",3912,"08115707TI30A"
"23514",3912,"08118587TI30A"
"23515",3912,"09104319TI30A"
"23516",3912,"10016119MM10A"
"23517",3912,"11018797MM10A"
"23518",3912,"11047112TI30A"
"23519",3912,"12002097TI20A"
"23520",3912,"12043635TC10A"
"23521",3912,"13040714TI20A"
"23522",3913,"03027208TC10A"
"23523",3913,"08128258TI40A"
"23524",3913,"10032115TI30A"
"23525",3913,"11078892TI20A"
"23526",3913,"13048646TI10A"
"23527",3913,"14015331CF10A"
"23528",3913,"14017020MM10A"
"23529",3913,"14043599MU10A"
"23530",3914,"12142871TI30A"
"23531",3914,"13013131CF10A"
"23532",3914,"13064817TI30A"
"23533",3914,"14000939CF10A"
"23534",3914,"15036934TI20A"
"23535",3915,"14008698MM10A"
"23536",3916,"07012520CF10A"
"23537",3916,"07097140TI30A"
"23538",3916,"07121292TI30A"
"23539",3916,"10006735CF10A"
"23540",3916,"10021923TI10A"
"23541",3916,"10057536TI40A"
"23542",3916,"10061632TI30A"
"23543",3916,"10090356TI30A"
"23544",3916,"11059243TI30A"
"23545",3916,"14015515CF10A"
"23546",3917,"10083798TI20A"
"23547",3917,"13000631CF10A"
"23548",3917,"15013928CF10A"
"23549",3917,"15055406TI20A"
"23550",3918,"05019822MO10A"
"23551",3918,"06006604CF10A"
"23552",3918,"08021135MO10A"
"23553",3918,"09100253TC30A"
"23554",3918,"10001048MM20A"
"23555",3918,"10011707MM10A"
"23556",3918,"11002861TC10A"
"23557",3918,"11042533TI10A"
"23558",3918,"14012269CF10A"
"23559",3918,"14014111MM10A"
"23560",3918,"14016300CF10A"
"23561",3918,"14027649TC10A"
"23562",3918,"14034428TC10A"
"23563",3918,"14045605TC10A"
"23564",3918,"95060036TC30A"
"23565",3918,"97046572TC30A"
"23566",3919,"09015020MM10A"
"23567",3919,"09017398CF10A"
"23568",3919,"11022307MM10A"
"23569",3919,"13003818CF10A"
"23570",3919,"13019079MM10A"
"23571",3920,"13008305MM10A"
"23572",3921,"06016866MM10A"
"23573",3921,"07001065MO20A"
"23574",3921,"07016569CF10A"
"23575",3921,"07029706MM10A"
"23576",3921,"07136655TI30A"
"23577",3921,"08024591CF10A"
"23578",3921,"09002237TI20A"
"23579",3921,"10020191TI20A"
"23580",3921,"10083614TC20A"
"23581",3921,"11005225TI20A"
"23582",3921,"11023725MO10A"
"23583",3921,"11037154TI20A"
"23584",3921,"11126591TI30A"
"23585",3921,"12011412CF10A"
"23586",3921,"12013964CF10A"
"23587",3921,"12017625MM10A"
"23588",3921,"12058100TI20A"
"23589",3921,"13008620MM10A"
"23590",3921,"13009875TI20A"
"23591",3921,"13017623MM10A"
"23592",3921,"13055388TI20A"
"23593",3921,"14012003CF10A"
"23594",3921,"14012572MM10A"
"23595",3921,"14025016TI20A"
"23596",3921,"14035786TI20A"
"23597",3921,"14050346TC20A"
"23598",3921,"15029607TI30A"
"23599",3922,"11079537TI40A"
"23600",3922,"13006643CF10A"
"23601",3923,"04011309CF10A"
"23602",3923,"09000704MO30A"
"23603",3923,"09015569MO10A"
"23604",3923,"11085230TI40A"
"23605",3923,"12003560CF10A"
"23606",3923,"12004860MO10A"
"23607",3923,"12016364CF10A"
"23608",3923,"12025338MM10A"
"23609",3923,"15055348TI30A"
"23610",3924,"01063506TI30A"
"23611",3924,"01101587TC20A"
"23612",3924,"03083297TC30A"
"23613",3924,"05103798TC20A"
"23614",3924,"06007472TC10A"
"23615",3924,"06011807MM10A"
"23616",3924,"06033318TC10A"
"23617",3924,"06059855TI20A"
"23618",3924,"06158546TI30A"
"23619",3924,"07001476TI30A"
"23620",3924,"07008405CF10A"
"23621",3924,"07025825TI30A"
"23622",3924,"07054606TI30A"
"23623",3924,"07054607TI30A"
"23624",3924,"07054608TI30A"
"23625",3924,"07054609TI30A"
"23626",3924,"07054610TI30A"
"23627",3924,"07054611TI30A"
"23628",3924,"07059598TI30A"
"23629",3924,"07059599TI30A"
"23630",3924,"07059600TI30A"
"23631",3924,"07059601TI30A"
"23632",3924,"07059602TI30A"
"23633",3924,"07059603TI30A"
"23634",3924,"07065440TI30A"
"23635",3924,"07065441TI30A"
"23636",3924,"07065442TI30A"
"23637",3924,"07065443TI30A"
"23638",3924,"07066486TI30A"
"23639",3924,"07066487TI30A"
"23640",3924,"07066488TI30A"
"23641",3924,"07066489TI30A"
"23642",3924,"07066490TI30A"
"23643",3924,"07071315TI30A"
"23644",3924,"07071316TI30A"
"23645",3924,"07071317TI30A"
"23646",3924,"07071318TI30A"
"23647",3924,"07071319TI30A"
"23648",3924,"07071320TI30A"
"23649",3924,"07075459TI30A"
"23650",3924,"07075460TI30A"
"23651",3924,"07075461TI30A"
"23652",3924,"07075462TI30A"
"23653",3924,"07075463TI30A"
"23654",3924,"07078075TI30A"
"23655",3924,"07078076TI30A"
"23656",3924,"07078077TI30A"
"23657",3924,"07084989TI30A"
"23658",3924,"07090943TI30A"
"23659",3924,"07090944TI30A"
"23660",3924,"07090945TI30A"
"23661",3924,"07090946TI30A"
"23662",3924,"07090947TI30A"
"23663",3924,"07090948TI30A"
"23664",3924,"07092341TI30A"
"23665",3924,"07092342TI30A"
"23666",3924,"07092343TI30A"
"23667",3924,"07092344TI30A"
"23668",3924,"07092345TI30A"
"23669",3924,"07097594TI30A"
"23670",3924,"07097595TI30A"
"23671",3924,"07097596TI30A"
"23672",3924,"07097597TI30A"
"23673",3924,"07097598TI30A"
"23674",3924,"07097599TI30A"
"23675",3924,"07097600TI30A"
"23676",3924,"07097601TI30A"
"23677",3924,"07097602TI30A"
"23678",3924,"07097603TI30A"
"23679",3924,"07100043TI30A"
"23680",3924,"07100044TI30A"
"23681",3924,"07100045TI30A"
"23682",3924,"07100046TI30A"
"23683",3924,"07106168TI30A"
"23684",3924,"09003294CF10A"
"23685",3924,"09018646CF10A"
"23686",3924,"09032469TC10A"
"23687",3924,"11011213CF10A"
"23688",3924,"13000091CF10A"
"23689",3924,"13003310TC10A"
"23690",3924,"15007257CF10A"
"23691",3924,"99005733TC10A"
"23692",3924,"99010127TC10A"
"23693",3925,"09003353TI40A"
"23694",3925,"09076796TI40A"
"23695",3925,"14003512CF10A"
"23696",3925,"15000284MM10A"
"23697",3925,"15000953CF10A"
"23698",3925,"15001169CF10A"
"23699",3925,"15001843CF10A"
"23700",3926,"14012789CF10A"
"23701",3926,"15053479TI30A"
"23702",3929,"14013925CF10A"
"23703",3929,"14015689MM10A"
"23704",3929,"16001107CF10A"
"23705",3929,"16012820TI30A"
"23706",3930,"11008987MM10A"
"23707",3930,"13012764TC40A"
"23708",3931,"08023461MM10A"
"23709",3931,"09012098MM10A"
"23710",3931,"11008961CF10A"
"23711",3931,"15005695CF10A"
"23712",3933,"07014864MM10A"
"23713",3933,"08002296CF10A"
"23714",3933,"09011677CF10A"
"23715",3933,"11005527TC10A"
"23716",3933,"12006028MO40A"
"23717",3933,"14002568MM40A"
"23718",3933,"14002816MO40A"
"23719",3933,"14004605MO40A"
"23720",3933,"14009912CF10A"
"23721",3933,"14010336CF10A"
"23722",3933,"14011092MO10A"
"23723",3933,"14013471MO10A"
"23724",3934,"01007700MM10A"
"23725",3934,"02021628CF10A"
"23726",3934,"05009113TC10A"
"23727",3934,"09002242CF10A"
"23728",3934,"09002530CF10A"
"23729",3934,"11002136MO20A"
"23730",3934,"11036486TI10A"
"23731",3934,"13001272CF10A"
"23732",3934,"13003964TC10A"
"23733",3934,"15002749MM20A"
"23734",3934,"15009989CF10A"
"23735",3934,"98018730MM10A"
"23736",3935,"13011944CF10A"
"23737",3935,"13017872MM10A"
"23738",3935,"13037410TI30A"
"23739",3935,"14008628MO10A"
"23740",3935,"14021174TI10A"
"23741",3936,"05000641TC10A"
"23742",3936,"05007807TI10A"
"23743",3936,"08022980MO10A"
"23744",3936,"08025186MO10A"
"23745",3936,"08025991MM10A"
"23746",3936,"09003105MO10A"
"23747",3936,"09010985MO10A"
"23748",3936,"10002629MO10A"
"23749",3936,"10003555TI10A"
"23750",3936,"10010011MO10A"
"23751",3936,"11001709MM40A"
"23752",3936,"11018838MM10A"
"23753",3936,"14000458MO40A"
"23754",3936,"14001087MO40A"
"23755",3936,"14001935MO40A"
"23756",3936,"14006368TC40A"
"23757",3936,"14009076TC40A"
"23758",3936,"15003543MO40A"
"23759",3936,"15004015MO40A"
"23760",3936,"16001276MO40A"
"23761",3937,"12006442MM10A"
"23762",3937,"12047512TC20A"
"23763",3937,"12054017TC10A"
"23764",3937,"14002905CF10A"
"23765",3938,"11029926TI20A"
"23766",3938,"11042592TC10A"
"23767",3938,"12005331TC10A"
"23768",3938,"13000805CF10A"
"23769",3938,"14033372TI40A"
"23770",3938,"15014734TI10A"
"23771",3939,"07018053CF10A"
"23772",3939,"07019518CF10A"
"23773",3939,"08008998CF10A"
"23774",3939,"13006800MO10A"
"23775",3939,"13006853CF10A"
"23776",3939,"13007974MM10A"
"23777",3939,"14000865MM30A"
"23778",3939,"14016943CF10A"
"23779",3939,"14017051CF10A"
"23780",3940,"14012588MM10A"
"23781",3941,"14000193MM10A"
"23782",3941,"15025058TI10A"
"23783",3941,"15029546TI10A"
"23784",3942,"13017779CF10A"
"23785",3942,"15008361CF10A"
"23786",3943,"14013557CF10A"
"23787",3943,"14071267TI30A"
"23788",3944,"07002193TC40A"
"23789",3944,"07038320TI40A"
"23790",3944,"14013655MM10A"
"23791",3944,"15021302TI40A"
"23792",3944,"15044138TC40A"
"23793",3944,"16011127TI40A"
"23794",3945,"14007520CF10A"
"23795",3945,"14037940TI40A"
"23796",3946,"07103140TI20A"
"23797",3946,"07103421TI20A"
"23798",3946,"09006424MM40A"
"23799",3946,"13116028TI30A"
"23800",3946,"13116205TI30A"
"23801",3946,"14003712CF10A"
"23802",3946,"14005010TI40A"
"23803",3946,"14005182MM10A"
"23804",3946,"14012372TI30A"
"23805",3946,"14019443TC20A"
"23806",3946,"14044450TC20A"
"23807",3947,"04025613TI20A"
"23808",3947,"09014814TC10A"
"23809",3947,"10003143TI30A"
"23810",3947,"13013707CF10A"
"23811",3949,"11032804TI20A"
"23812",3949,"14010543CF10A"
"23813",3950,"08010777CF10B"
"23814",3950,"08010778CF10A"
"23815",3950,"10013071CF10A"
"23816",3950,"13017422CF10A"
"23817",3950,"14005374MM10A"
"23818",3951,"05007811CF10A"
"23819",3951,"06010367CF10A"
"23820",3951,"06020602CF10A"
"23821",3951,"11077942TI20A"
"23822",3951,"12016150CF10A"
"23823",3951,"12024346MM10A"
"23824",3951,"14001081CF10A"
"23825",3952,"13001925MM10A"
"23826",3954,"05015598CF10B"
"23827",3954,"05015599CF10A"
"23828",3954,"09080380TI20A"
"23829",3954,"11055552TI20A"
"23830",3954,"12022458MM10A"
"23831",3954,"13012462MM10A"
"23832",3954,"13016593TI20A"
"23833",3954,"13018869MO10A"
"23834",3954,"14011067MM10A"
"23835",3954,"15039978TI20A"
"23836",3954,"15047490TI20A"
"23837",3955,"14014354MU10A"
"23838",3956,"14006520MM10A"
"23839",3958,"13017737CF10A"
"23840",3958,"14001031MM10A"
"23841",3960,"13014815CF10A"
"23842",3960,"13022189MM10A"
"23843",3961,"13015011CF10A"
"23844",3962,"07006613CF10A"
"23845",3962,"09002263CF10A"
"23846",3962,"13010153CF10A"
"23847",3962,"13010965CF10A"
"23848",3963,"14001192CF10A"
"23849",3965,"14001015MU10A"
"23850",3966,"08001259CF10A"
"23851",3966,"09012427CF10A"
"23852",3966,"09024781TC10A"
"23853",3966,"13001006MM40A"
"23854",3966,"13009799MM10A"
"23855",3966,"13055006TI40A"
"23856",3966,"14011438CF10A"
"23857",3966,"14012292MO10A"
"23858",3966,"14013233CF10A"
"23859",3966,"14057480TI40A"
"23860",3966,"14080932TI40A"
"23861",3966,"81000928CF10A"
"23862",3966,"82001335CF10A"
"23863",3966,"85048679TC20A"
"23864",3966,"88018056MM10A"
"23865",3966,"88020889CF10A"
"23866",3966,"89020548CF10A"
"23867",3966,"89023324CF10A"
"23868",3966,"94000541CF10A"
"23869",3966,"94013067CF10A"
"23870",3969,"13003326CF10A"
"23871",3969,"13020501MM10A"
"23872",3969,"14011186MM10A"
"23873",3969,"16011085TC30A"
"23874",3971,"14010198CF10A"
"23875",3971,"14041311TI40A"
"23876",3972,"03000123CF10A"
"23877",3972,"08008973CF10A"
"23878",3972,"10003426CF10A"
"23879",3972,"10007266MM10A"
"23880",3972,"10008557CF10A"
"23881",3972,"10012173TI20A"
"23882",3972,"11022979MM10A"
"23883",3972,"13016260MM10A"
"23884",3972,"13055046TI20A"
"23885",3973,"07023799CF10A"
"23886",3973,"08005084CF10A"
"23887",3973,"08033893TI10A"
"23888",3973,"13003998CF10A"
"23889",3973,"14008926CF10A"
"23890",3973,"14022853TI40A"
"23891",3974,"05043983TC40A"
"23892",3974,"05102814TI40A"
"23893",3974,"08006884CF10A"
"23894",3974,"08011747TC10A"
"23895",3974,"08011911TC10A"
"23896",3974,"09018597CF10A"
"23897",3974,"09020014CF10A"
"23898",3974,"09033563TC10A"
"23899",3974,"13014164CF10A"
"23900",3974,"13020288MM10A"
"23901",3975,"09004887TI20A"
"23902",3975,"12001036MM10A"
"23903",3975,"13014574TI10A"
"23904",3975,"13023517MM10A"
"23905",3975,"13049317TI10A"
"23906",3975,"15012671TI10A"
"23907",3976,"07011078CF10A"
"23908",3976,"07013338CF10A"
"23909",3976,"12013441MM10A"
"23910",3976,"14005855CF10A"
"23911",3976,"14006486CF10A"
"23912",3976,"14007572MO10A"
"23913",3976,"14008037CF10A"
"23914",3976,"86012321TC10A"
"23915",3976,"86030242MM10A"
"23916",3976,"87000404CF10A"
"23917",3976,"87017742CF10A"
"23918",3977,"13022371MM10A"
"23919",3978,"12018707CF10A"
"23920",3978,"12051376TI20A"
"23921",3979,"13002945MM10A"
"23922",3980,"13003426MM40A"
"23923",3980,"13003596MM10A"
"23924",3981,"08064166TI30A"
"23925",3981,"08136600TC30A"
"23926",3981,"10011642CF10A"
"23927",3981,"12018417MM10A"
"23928",3981,"13033462TI10A"
"23929",3981,"14006873MM10A"
"23930",3981,"14008273MM10A"
"23931",3981,"14013569MM10A"
"23932",3981,"14014899CF10A"
"23933",3982,"13002928CF10A"
"23934",3984,"13000587TI40A"
"23935",3984,"13001711MM10A"
"23936",3985,"05009941CF10A"
"23937",3985,"05011178CF10A"
"23938",3985,"05020853MM10A"
"23939",3985,"05036255TC10A"
"23940",3985,"07034284TC10A"
"23941",3985,"09004301CF10A"
"23942",3985,"09006041MM40A"
"23943",3985,"09018899CF10A"
"23944",3985,"09022461TC10A"
"23945",3985,"09028020MM10A"
"23946",3985,"09059541TC40A"
"23947",3985,"10000162CF10A"
"23948",3985,"10000324MM10A"
"23949",3985,"10002244MM40A"
"23950",3985,"10002317MM10B"
"23951",3985,"10022116TC10A"
"23952",3985,"10024428TC40A"
"23953",3985,"12042991TI40A"
"23954",3985,"13013911MO10A"
"23955",3985,"13077450TI40A"
"23956",3985,"13085913TI40A"
"23957",3985,"14007463CF10A"
"23958",3985,"16000495MM40A"
"23959",3986,"01010878CF10A"
"23960",3986,"01027155MM10A"
"23961",3986,"02000567CF10A"
"23962",3986,"02003923CF10A"
"23963",3986,"02008961CF10A"
"23964",3986,"05017712CF10D"
"23965",3986,"05017715CF10A"
"23966",3986,"05018385CF10A"
"23967",3986,"11022341TC40A"
"23968",3986,"11025399TC10A"
"23969",3986,"11033959TI10A"
"23970",3986,"14012134TI10A"
"23971",3986,"14013307CF10A"
"23972",3986,"14037721TI10A"
"23973",3986,"98005955TI10A"
"23974",3986,"99006755CF10A"
"23975",3986,"99045635TI30A"
"23976",3987,"09074404TI40A"
"23977",3987,"10115884TI30A"
"23978",3987,"11000890CF10A"
"23979",3987,"11003431MM10A"
"23980",3987,"11019285TI30A"
"23981",3987,"11087743TI40A"
"23982",3987,"13058356TI40A"
"23983",3987,"14011208CF10A"
"23984",3987,"15006971MM10A"
"23985",3987,"15063660TI40A"
"23986",3987,"16000495CF10A"
"23987",3988,"09044289TI30A"
"23988",3988,"11005100TI10A"
"23989",3988,"13007385MM10A"
"23990",3988,"13014759TI20A"
"23991",3988,"13075116TC20A"
"23992",3988,"15008033CF10A"
"23993",3988,"16007317TC10A"
"23994",3989,"14004376CF10A"
"23995",3989,"14014182MM10A"
"23996",3989,"92023430TC20A"
"23997",3989,"96019583CF10A"
"23998",3990,"00066781TI40A"
"23999",3990,"02039240TI10A"
"24000",3990,"02077293TC20A"
"24001",3990,"05002645TC40A"
"24002",3990,"06041346TC30A"
"24003",3990,"08000942MM30A"
"24004",3990,"09000559MM20A"
"24005",3990,"09020559MM10A"
"24006",3990,"10039705TI10A"
"24007",3990,"11024676TI10A"
"24008",3990,"11027367TI10A"
"24009",3990,"11035525TI10A"
"24010",3990,"11075080TC20A"
"24011",3990,"12002118MM10A"
"24012",3990,"12008479CF10A"
"24013",3990,"14006515TC10A"
"24014",3990,"14013517TI10A"
"24015",3990,"15011627MM10A"
"24016",3991,"13014644MM10A"
"24017",3992,"05105883TI40A"
"24018",3992,"06002936MM30A"
"24019",3992,"06070824TC40A"
"24020",3992,"06123389TC30A"
"24021",3992,"08001690TC10A"
"24022",3992,"08010158MM10A"
"24023",3992,"08013350TC10A"
"24024",3992,"08030475MM10A"
"24025",3992,"09017872TC10A"
"24026",3992,"13002748CF10A"
"24027",3992,"13003313CF10A"
"24028",3994,"13098816TI30A"
"24029",3994,"14000131MM10A"
"24030",3995,"11013454MM10A"
"24031",3995,"12016689MO10A"
"24032",3995,"13000758MM30A"
"24033",3995,"13003942CF10A"
"24034",3995,"14002268MM10A"
"24035",3995,"14003412MO10A"
"24036",3997,"14010013CF10A"
"24037",3997,"16002342MM10A"
"24038",3998,"08000594CF10A"
"24039",3998,"13006475TC10A"
"24040",3998,"14009812CF10A"
"24041",3998,"14013357CF10A"
"24042",3999,"09005855MM40A"
"24043",3999,"11066830TI30A"
"24044",3999,"12060282TI40A"
"24045",3999,"13002855CF10A"
"24046",3999,"13056164TI30A"
"24047",4000,"04038129TI10A"
"24048",4000,"08010574MM10A"
"24049",4000,"08011790MM10A"
"24050",4000,"08021588MM10A"
"24051",4000,"08022078MM10A"
"24052",4000,"09028818MM10A"
"24053",4000,"09081259TC30A"
"24054",4000,"10002557MM10A"
"24055",4000,"11003839MM10A"
"24056",4000,"12016359MM10A"
"24057",4000,"13001539MO30A"
"24058",4000,"13001561MM30A"
"24059",4000,"13001847MM10A"
"24060",4000,"13016301MM10A"
"24061",4000,"14008999MO10A"
"24062",4000,"14017227MM10A"
"24063",4000,"15001072MO30A"
"24064",4000,"15011699MM10A"
"24065",4001,"14010507CF10A"
"24066",4001,"14011467CF10A"
"24067",4002,"13004701MM10A"
"24068",4003,"12036660TI10A"
"24069",4003,"13009580MM10A"
"24070",4005,"08001321MM20A"
"24071",4005,"08002774MM20A"
"24072",4005,"08023970MM10A"
"24073",4005,"08029260MM10A"
"24074",4005,"08070089TI20A"
"24075",4005,"09094654TI30A"
"24076",4005,"10018381TI20A"
"24077",4005,"13017723MM10A"
"24078",4006,"10031185TI30A"
"24079",4006,"12020095TI20A"
"24080",4006,"12095258TI30A"
"24081",4006,"13002373CF10A"
"24082",4006,"13005475CF10A"
"24083",4006,"15033585TI20A"
"24084",4007,"11003038MM20A"
"24085",4007,"14007526CF10A"
"24086",4007,"14009976MM10A"
"24087",4007,"14091567TI30A"
"24088",4007,"15003229TI30A"
"24089",4007,"15027308TC20A"
"24090",4008,"06097661TI20A"
"24091",4008,"14016527CF10A"
"24092",4008,"15000484MM10A"
"24093",4008,"94020293CF10A"
"24094",4009,"12001433TI30A"
"24095",4009,"12045131TC40A"
"24096",4009,"14015424MM10A"
"24097",4010,"14001448CF10A"
"24098",4010,"14003229MM10A"
"24099",4011,"13009414CF10A"
"24100",4011,"13009939CF10A"
"24101",4011,"13015282MM10A"
"24102",4011,"13084357TI30A"
"24103",4012,"13003461MM10A"
"24104",4012,"13004110CF10A"
"24105",4013,"04099676TI20A"
"24106",4013,"06033092TC20A"
"24107",4013,"07046355TC10A"
"24108",4013,"10008706MM10A"
"24109",4013,"10020064MM10A"
"24110",4013,"11000307CF10A"
"24111",4013,"11010489CF10A"
"24112",4013,"11027676MM10A"
"24113",4013,"14005979CF10A"
"24114",4013,"14006354MM10A"
"24115",4013,"15002119MM10A"
"24116",4013,"15003227CF10A"
"24117",4014,"02032845TC10A"
"24118",4014,"03001384CF10A"
"24119",4014,"03003901CF10A"
"24120",4014,"06021376CF10A"
"24121",4014,"08016477TI10A"
"24122",4014,"09001771MM30A"
"24123",4014,"09024679MO10A"
"24124",4014,"10002664CF10A"
"24125",4014,"11009292TC10A"
"24126",4014,"11026455MM10A"
"24127",4014,"12007393MO10A"
"24128",4014,"12018648MM10A"
"24129",4014,"14002873CF10A"
"24130",4014,"16000371CF10A"
"24131",4014,"98002102CF10A"
"24132",4015,"08004962CF10A"
"24133",4015,"08007547CF10A"
"24134",4015,"08009056CF10A"
"24135",4015,"08054134TI40A"
"24136",4015,"08062798TI40A"
"24137",4015,"09008890CF10A"
"24138",4015,"10000015TC30A"
"24139",4015,"10072806TI40A"
"24140",4015,"12001636CF10A"
"24141",4015,"12004418MM10A"
"24142",4015,"14007132CF10A"
"24143",4015,"14011485CF10A"
"24144",4016,"06013361MM10A"
"24145",4016,"08008704CF10A"
"24146",4016,"08019610CF10A"
"24147",4016,"12006837TI20A"
"24148",4016,"13030413TI10A"
"24149",4016,"13034678TI20A"
"24150",4016,"13050979TI20A"
"24151",4016,"13070935TI30A"
"24152",4016,"14000057CF10A"
"24153",4016,"14067102TI40A"
"24154",4016,"15029805TI20A"
"24155",4018,"13006256MM10A"
"24156",4018,"14080117TI20A"
"24157",4020,"08097569TI20A"
"24158",4020,"09024078TI10A"
"24159",4020,"09125591TI30A"
"24160",4020,"11015679TC30A"
"24161",4020,"12089423TC40A"
"24162",4020,"13014649CF10A"
"24163",4020,"13017041TI40A"
"24164",4020,"13020424TI10A"
"24165",4020,"13043927TC10A"
"24166",4020,"15056862TC20A"
"24167",4022,"10021054TI40A"
"24168",4022,"11012422TC40A"
"24169",4022,"11018746CF10A"
"24170",4022,"15060661TI30A"
"24171",4022,"15060713TI40A"
"24172",4023,"13017582MM10A"
"24173",4024,"12017467CF10A"
"24174",4024,"12017959CF10A"
"24175",4024,"13016466MM10A"
"24176",4025,"14011821CF10A"
"24177",4026,"10004945CF10B"
"24178",4026,"10004946CF10A"
"24179",4026,"12067990TC20A"
"24180",4026,"12079062TC20A"
"24181",4026,"13012762TC10A"
"24182",4026,"13052324TI20A"
"24183",4026,"13054537TC20A"
"24184",4026,"13073774TI20A"
"24185",4026,"14003048CF10A"
"24186",4026,"14070864TC20A"
"24187",4027,"11001519MM30A"
"24188",4027,"12040857TI20A"
"24189",4027,"12075549TI30A"
"24190",4027,"12167662TI30A"
"24191",4027,"13020640TI30A"
"24192",4027,"13033874TI40A"
"24193",4027,"13100584TC30A"
"24194",4027,"13117246TI30A"
"24195",4027,"13127677TC30A"
"24196",4027,"14014331MM10A"
"24197",4027,"14041050TI40A"
"24198",4028,"12009000TI40A"
"24199",4028,"13019419MM10A"
"24200",4028,"14015048TI40A"
"24201",4029,"13010325MM10A"
"24202",4029,"14000709MM40A"
"24203",4029,"15059816TI40A"
"24204",4030,"14005450CF10A"
"24205",4030,"16003858TI10A"
"24206",4030,"98021670TI10A"
"24207",4031,"13016732MM10A"
"24208",4032,"05062028TI30A"
"24209",4032,"07000004MM40A"
"24210",4032,"09113492TI20A"
"24211",4032,"10054670TI20A"
"24212",4032,"12009366CF10A"
"24213",4032,"13002766MM10A"
"24214",4033,"13001859CF10A"
"24215",4034,"14001579MM20A"
"24216",4034,"14008150CF10A"
"24217",4035,"10000837TI10A"
"24218",4035,"10009122CF10A"
"24219",4035,"13119735TI30A"
"24220",4035,"14014621TI10A"
"24221",4035,"14041255TI20A"
"24222",4035,"16001733CF10A"
"24223",4036,"02099556TC20A"
"24224",4036,"05005571CF10A"
"24225",4036,"09089589TI30A"
"24226",4036,"10000114MM10A"
"24227",4036,"10049425TI20A"
"24228",4036,"11005596TI10A"
"24229",4036,"11017537TI10A"
"24230",4036,"11021481TI10A"
"24231",4036,"13004378CF10A"
"24232",4036,"14011569TI20A"
"24233",4036,"15011650TI20A"
"24234",4037,"10038702TI30A"
"24235",4037,"12000511MM20A"
"24236",4037,"12058231TC10A"
"24237",4037,"13018049MM10A"
"24238",4037,"14004021MM10A"
"24239",4037,"15006522TC30A"
"24240",4038,"02019208CF10A"
"24241",4038,"02021775CF10A"
"24242",4038,"04014292CF10A"
"24243",4038,"05005050MO10A"
"24244",4038,"05005341CF10A"
"24245",4038,"07010849CF10A"
"24246",4038,"07013880CF10A"
"24247",4038,"08014132CF10A"
"24248",4038,"08022864MM10A"
"24249",4038,"08050858TI20A"
"24250",4038,"09013554CF10A"
"24251",4038,"09014357CF10A"
"24252",4038,"09017507MM10A"
"24253",4038,"10015641CF10A"
"24254",4038,"10021579CF10A"
"24255",4038,"11011817CF10A"
"24256",4038,"11014795CF10A"
"24257",4038,"11021508MM10A"
"24258",4038,"12015945CF10A"
"24259",4038,"12017550CF10A"
"24260",4038,"13005695MM10A"
"24261",4038,"14003649CF10A"
"24262",4038,"14006153CF10A"
"24263",4038,"16003613CF10A"
"24264",4039,"10006992MM10A"
"24265",4039,"14005066MU10A"
"24266",4041,"11020954CF10A"
"24267",4041,"12003468TC10A"
"24268",4041,"14000469CF10A"
"24269",4042,"11000723TI20A"
"24270",4042,"14000199CF10A"
"24271",4042,"14003124CF10A"
"24272",4042,"14010578MU10A"
"24273",4044,"14006742MM10A"
"24274",4045,"12003606TC10A"
"24275",4045,"13005971CF10A"
"24276",4045,"14002138TC10A"
"24277",4045,"14008308MO10A"
"24278",4045,"14023179TI10A"
"24279",4048,"06028839TC20A"
"24280",4048,"12004112CF10A"
"24281",4048,"12013284MM10A"
"24282",4048,"15004951MM10A"
"24283",4049,"08128500TI40A"
"24284",4049,"08134731TI30A"
"24285",4049,"09014428TI40A"
"24286",4049,"09083146TI40A"
"24287",4049,"11009551MM10A"
"24288",4049,"12001280MM40A"
"24289",4049,"12002493MM40A"
"24290",4049,"12017253MM10A"
"24291",4049,"12077734TI30A"
"24292",4049,"12098778TI30A"
"24293",4049,"13089512TI40A"
"24294",4049,"13096596TI30A"
"24295",4049,"14013790CF10A"
"24296",4049,"14066109TI40A"
"24297",4049,"14067107TI40A"
"24298",4049,"14079242TI30A"
"24299",4049,"15003028MM10A"
"24300",4049,"15006412CF10A"
"24301",4049,"15014449TC30A"
